Resistance,Inductance,Bandwidth
99.62996601,8.96E-09,11114407156
50.61586983,2.40E-09,21120687535
117.8369097,1.21E-09,97424124933
100.182784,6.63E-09,15114868979
126.6970111,9.29E-09,13639292634
71.99902678,9.43E-09,7638020435
90.87400331,2.52E-09,36118100938
54.17797269,1.13E-08,4795145761
70.63100301,1.56E-09,45381485948
52.57752629,4.44E-09,11828860335
79.50146325,6.95E-09,11432160627
51.98164544,6.14E-09,8464754327
107.3024139,6.14E-09,17466459404
81.08419808,5.34E-09,15177980209
89.48029132,7.06E-09,12671047040
71.85476645,2.08E-09,34538632718
123.7471977,7.64E-09,16197627837
80.07897218,3.64E-09,22017580325
78.00535921,1.50E-09,51946220283
83.19104949,2.12E-09,39321493773
90.38282255,2.45E-09,36922908255
34.11825868,3.91E-09,8733026480
116.0806102,1.03E-09,1.12733E+11
53.09783645,5.45E-09,9741512767
91.90056199,1.66E-09,55430403130
66.95768759,4.39E-09,15266212310
89.86535752,3.20E-09,28117522835
61.50666276,8.35E-09,7365519318
47.01962408,8.54E-09,5505899838
50.8139582,4.83E-09,10509912930
66.35584656,9.32E-09,7116684824
108.0579677,4.85E-09,22301493929
64.27293785,7.80E-09,8236161663
127.4668354,2.06E-09,61764253840
79.52678067,7.33E-09,10846172423
60.68422195,1.07E-08,5684820591
119.8763811,4.83E-09,24810129453
74.73701233,1.72E-09,43534498397
111.4679479,1.61E-09,69245178650
49.34458815,7.76E-09,6356238571
81.5330864,1.12E-08,7260834002
82.80246117,6.22E-09,13319705921
91.20695191,1.63E-09,55833475004
49.07228675,2.92E-09,16823049199
69.18321339,9.47E-09,7305659644
39.68820673,9.05E-09,4383476954
64.42549312,7.61E-09,8468718639
73.43444576,5.82E-09,12627840261
69.59318685,2.81E-09,24793753830
91.05828142,6.82E-09,13351197447
78.83446169,2.89E-09,27273425560
64.9077119,5.82E-09,11147638834
57.80930223,5.41E-09,10687084181
130.7885335,7.18E-09,18212467458
97.04490015,1.28E-08,7587096900
86.3112965,6.72E-09,12837645105
94.65187773,5.99E-09,15808484242
193.1152912,3.01E-09,64220168080
84.19033211,2.58E-09,32645808541
81.51822537,8.02E-09,10170414377
98.84044806,1.12E-09,88302369356
127.5329028,8.10E-09,15744508339
59.95986123,4.30E-09,13943462642
46.84332784,7.47E-09,6272917865
67.95575548,3.01E-09,22597205520
72.7363406,3.46E-09,20999945906
81.64115379,3.78E-09,21616328581
89.37221465,4.10E-09,21778151534
74.85454009,2.52E-09,29703365590
88.40657183,4.78E-09,18476155150
196.059286,7.07E-09,27733848423
89.17580886,9.02E-09,9891909154
90.81667022,2.88E-09,31570638459
47.28493265,6.50E-09,7272640357
130.2188665,8.59E-09,15155872952
60.37280088,7.52E-09,8024034591
61.56058852,4.83E-09,12735906405
62.91395793,7.27E-09,8650575277
54.26308564,6.80E-09,7981188334
56.57438599,6.09E-09,9293543435
48.90950642,1.92E-09,25502387415
52.43239607,1.22E-09,43083632541
83.44076913,6.10E-09,13676002664
76.96183975,2.51E-09,30717984096
98.54955306,1.77E-09,55551656921
82.08211745,9.58E-09,8572074330
87.40196018,1.03E-08,8500749451
57.1859151,3.77E-09,15188743994
60.47435635,7.32E-09,8261940171
90.33370413,2.70E-09,33481964707
83.21314728,4.60E-09,18081823589
50.9131581,4.26E-09,11960676277
100.4861834,9.56E-09,10515580413
88.00375578,5.87E-09,14990922269
61.90341749,4.48E-09,13830670902
41.3571716,4.68E-09,8846130695
79.58270017,4.56E-09,17462684865
60.43451624,1.28E-09,47178273165
73.33169638,2.24E-09,32765350515
76.02000323,9.37E-09,8109801414
34.66538532,3.29E-09,10521590780
76.14190797,4.49E-09,16942901856
53.94771069,9.03E-09,5971707873
127.4763038,3.95E-09,32240714185
93.07974641,7.75E-09,12006740324
65.11265186,5.41E-09,12033558815
109.3477061,7.51E-09,14555108964
117.9906694,7.14E-09,16533446069
79.18362922,1.20E-08,6619219031
107.3379629,7.17E-09,14963642278
80.10769676,3.02E-09,26510182580
74.5773844,5.29E-09,14092578118
94.36023248,4.17E-09,22606549743
73.51041926,7.36E-09,9992329327
58.73126374,2.84E-09,20677551359
63.03456759,5.17E-09,12182599162
49.74850262,8.99E-09,5535432498
104.0891099,7.73E-09,13472256354
85.54607516,5.00E-09,17123242937
69.8979352,3.69E-09,18946149905
173.8511664,9.88E-09,17592986525
129.6696188,8.62E-09,15037436323
54.74349925,1.30E-09,42179438089
51.46330889,9.34E-09,5509477953
86.98250168,7.39E-09,11770302692
95.67638527,1.12E-09,85430696840
85.79123639,6.90E-09,12433754155
115.6496353,8.67E-09,13337181023
72.82123646,8.68E-09,8388055438
47.26818291,2.15E-09,22021139333
83.04803613,7.60E-09,10923528448
55.65509134,9.18E-09,6063223254
73.59791311,1.04E-08,7078080975
65.62388651,5.00E-09,13128475831
120.3967846,6.92E-09,17404064909
95.4820254,2.49E-09,38363805219
58.7056368,2.82E-09,20835360426
66.6244747,3.26E-09,20408448167
75.05811603,6.41E-09,11711564235
86.69272642,9.78E-09,8867860905
91.23516191,6.97E-09,13087064656
83.25434645,2.74E-09,30366284207
64.67108454,3.81E-09,16958359683
67.8336401,1.59E-09,42587088901
117.6573785,3.97E-09,29673860765
83.8088912,5.86E-09,14303153800
81.84045802,4.11E-09,19889832142
72.85802261,1.05E-09,69167746985
81.88159956,7.15E-09,11450487698
66.72609002,1.36E-09,49231997739
71.580125,3.08E-09,23257656249
72.85105221,9.17E-09,7944781872
65.8349052,2.07E-09,31825030685
127.1681669,1.03E-08,12341884785
63.07096979,9.86E-10,63956172582
142.8810099,1.28E-09,1.11391E+11
72.89916589,2.10E-09,34730225725
78.54977976,9.12E-09,8614970555
91.80932469,9.00E-09,10200454767
80.19605327,1.88E-09,42663321210
61.11440061,5.03E-09,12155325381
108.4657997,1.40E-09,77513922078
53.54608938,1.64E-09,32588166019
78.91921046,5.61E-09,14073600053
76.36530164,7.52E-09,10150259216
56.40426057,9.26E-09,6090959213
58.09617612,8.61E-09,6747156260
127.4511716,1.60E-09,79520414742
79.51922796,1.28E-09,62022466093
93.48785717,1.82E-09,51372251815
142.8653648,6.73E-09,21226779653
67.99296121,1.26E-09,53945153005
131.0484221,7.68E-09,17056979575
52.2433986,7.89E-09,6625100433
81.69623795,1.86E-09,43870734653
57.55689082,2.15E-09,26750527179
95.93782457,7.06E-09,13593566659
76.98912406,5.84E-09,13189965391
61.34854824,4.25E-09,14442237107
75.7131587,4.07E-09,18606397604
81.85061154,8.60E-09,9514703436
129.8010498,7.15E-09,18165248274
63.73808478,7.22E-09,8823578198
68.4213875,2.59E-09,26428884886
88.54338185,3.99E-09,22169312094
62.05824447,1.05E-08,5894577114
66.43905168,1.35E-09,49200271854
59.33132238,4.77E-09,12430883510
84.56579087,5.44E-09,15554855138
48.33689465,4.86E-09,9940948107
63.93150959,1.47E-09,43621714096
102.8590107,6.04E-09,17041817797
72.54352141,8.00E-09,9062400033
87.89993191,1.42E-09,61692073363
83.04384287,5.47E-09,15184857686
77.66697529,5.39E-09,14409603586
61.73677953,8.09E-09,7626935990
78.68691377,1.77E-09,44362479954
92.25728651,6.92E-09,13328567070
59.19222936,8.79E-09,6731875058
116.1399582,2.50E-09,46372437874
61.31103045,4.98E-09,12304161597
60.89556751,4.96E-09,12281567543
59.17474702,9.04E-09,6546647732
74.34978395,5.78E-09,12873219666
139.9665271,3.36E-09,41625469096
85.69285217,9.31E-09,9208716847
135.8730233,5.55E-09,24461973640
46.30897572,5.83E-09,7947339924
62.67743767,2.44E-09,25655786035
127.4965938,3.35E-09,38061095767
102.3406086,1.07E-08,9539306162
55.08125519,3.68E-09,14979789468
49.20505845,4.48E-09,10974888133
88.6081475,2.46E-09,35987610105
82.87229399,4.39E-09,18875515136
79.16545069,6.93E-09,11428977207
89.34675062,4.67E-09,19128641616
76.4615576,6.34E-09,12053760570
61.74120826,5.73E-09,10765903313
89.40952506,3.58E-09,24943737207
72.44311205,7.19E-09,10078409793
117.170681,4.22E-09,27741994646
72.76374444,6.45E-09,11278674103
59.82973667,6.10E-09,9810997454
138.0232644,3.99E-09,34601652982
100.2681172,3.09E-09,32471542773
93.19429514,3.31E-09,28168885402
47.14335778,6.36E-09,7414519849
87.13413629,1.82E-09,47895823761
87.2792255,9.06E-09,9636388608
79.34518041,6.36E-09,12467351589
92.05759866,1.20E-08,7650925686
67.93548042,1.73E-09,39167189525
77.97780792,8.34E-09,9348823740
65.87558856,4.55E-09,14466009763
146.5297047,4.39E-09,33362255943
85.0602312,3.97E-09,21417948955
95.04530143,2.93E-09,32414605367
62.73047712,1.01E-09,62130283996
196.8054404,5.06E-09,38902136661
69.27224943,1.03E-08,6752529809
64.68077312,1.02E-09,63197612621
78.86349138,7.88E-09,10008163488
144.2247448,3.29E-09,43777746237
52.98707201,5.75E-09,9215995758
112.5494513,8.95E-09,12570204360
98.31774205,9.52E-09,10322936746
124.0820189,8.59E-09,14448066814
68.16866935,4.72E-09,14448811743
125.6100908,3.20E-09,39201645546
84.3606148,8.51E-09,9916048928
80.40009804,1.44E-09,55757252593
40.05196084,2.64E-09,15178392707
113.4455699,3.31E-09,34295679625
98.474342,4.47E-09,22038805714
86.26668247,5.67E-09,15202510358
112.2687755,9.35E-09,12011219717
71.86475066,9.87E-09,7280331577
83.19178268,7.39E-09,11251651307
63.21061824,7.09E-09,8918696058
71.87552198,6.95E-09,10345071979
114.6799875,2.81E-09,40746446265
50.95543759,1.44E-09,35347619734
90.69820023,7.92E-09,11452063711
90.59164742,5.05E-09,17933161204
88.00501817,5.72E-09,15396838434
61.66682568,2.63E-09,23447565023
36.99620854,5.97E-09,6200632242
88.75061785,6.06E-09,14641899803
104.0389058,7.91E-09,13155053702
89.68677793,8.30E-09,10808795197
44.75678718,1.89E-09,23718455456
64.46495567,3.05E-09,21164462080
67.62396513,9.46E-09,7149651492
77.80060946,5.53E-09,14073121451
51.92675867,7.75E-09,6699442216
51.53435767,2.24E-09,23051795136
76.42249561,6.25E-09,12220587353
66.47897215,3.04E-09,21886709585
51.7686602,2.60E-09,19897269575
88.03333298,1.35E-09,65434264146
73.44111683,2.67E-09,27527153870
67.22497815,2.29E-09,29327387410
82.31215763,5.11E-09,16095122046
88.49391875,4.02E-09,22003385720
58.62186219,4.83E-09,12138910411
83.55102756,1.41E-09,59256292849
95.42403108,6.90E-09,13821174366
105.8571195,5.16E-09,20520894936
80.20012357,4.52E-09,17759832692
82.70343761,4.07E-09,20315781981
107.0255255,1.76E-09,60774360997
56.56561253,1.14E-08,4977452878
103.5123576,1.60E-09,64832881724
164.5566464,1.01E-08,16364246822
101.9401342,6.85E-09,14878018396
105.3827944,8.54E-09,12346930456
74.91803246,3.21E-09,23338697454
148.3694077,2.41E-09,61442566705
96.39059358,1.38E-09,69599731694
106.4828758,8.52E-09,12496564826
48.60155147,6.93E-09,7008212643
77.02448584,6.92E-09,11122990701
65.21241406,1.08E-08,6066101859
81.59241227,5.97E-09,13669288756
72.42670729,1.04E-09,69501099652
74.02160169,9.20E-09,8045520917
197.3468622,5.89E-09,33512412121
67.88652437,4.92E-09,13804592471
88.78087492,1.41E-09,63133392185
56.27532015,1.02E-09,55288594737
75.35920018,1.94E-09,38774192026
73.62866823,6.58E-09,11181346743
59.55567196,6.48E-09,9196291928
75.27617562,8.17E-09,9215774255
130.1978956,3.76E-09,34639439003
50.52024037,4.38E-09,11526440490
130.7992344,9.23E-09,14167280405
77.48061058,3.05E-09,25370496607
69.7737624,7.58E-09,9209730208
76.68753013,8.21E-09,9342273028
61.8636139,8.87E-09,6973054381
81.03262971,1.77E-09,45890590479
62.79637525,6.31E-09,9959321414
136.8663365,5.08E-09,26919913160
106.0272093,4.77E-09,22225169482
65.55763718,7.32E-09,8952197974
86.96193533,6.80E-09,12782790856
54.0770449,8.00E-09,6755786374
61.63011545,1.03E-08,5954859411
88.98643219,1.68E-09,52874791748
86.65877937,3.93E-09,22058836599
57.10625764,8.89E-09,6422618141
74.1046734,9.34E-09,7930852032
78.58572916,3.50E-09,22456449866
94.44003107,6.05E-09,15606757563
51.67979215,1.30E-09,39601622516
101.5061094,4.09E-09,24807467387
65.31088867,5.85E-09,11168847379
99.91588949,1.00E-08,9976188803
78.35913941,1.97E-09,39708925618
54.20805519,2.67E-09,20268835723
81.7382631,8.46E-09,9657019460
80.34880656,5.16E-09,15557723734
70.89769965,4.95E-09,14330321173
104.3707663,2.77E-09,37673285305
92.67130437,5.28E-09,17537743532
72.68660489,7.30E-09,9954672243
65.45090967,1.58E-09,41394434096
42.10939793,7.83E-09,5377880264
63.70585283,1.51E-09,42289465253
78.39887162,6.09E-09,12864585250
80.34700513,1.01E-09,79653746535
54.55132644,5.27E-09,10347968692
55.02640873,8.05E-09,6839188799
102.0099687,4.02E-09,25350018898
57.50623793,2.04E-09,28126874164
58.79881159,6.99E-09,8410329495
68.23369043,1.45E-09,47186855976
55.42101996,1.09E-09,50670444150
86.34479552,8.59E-09,10056644149
59.65820746,9.13E-09,6534956211
100.0470999,1.01E-08,9888117913
92.61921415,2.26E-09,41064830265
107.7087984,4.05E-09,26580668013
76.90529189,7.31E-09,10516466071
67.7180366,8.05E-09,8412604254
38.10057055,2.16E-09,17615753535
111.5925172,1.10E-08,10146169419
48.89869142,9.04E-09,5412082481
75.01833164,8.17E-09,9176916314
45.33897492,4.65E-09,9754043067
109.6450675,2.07E-09,53071193603
78.75359451,4.63E-09,17022476960
91.06620474,1.46E-09,62251674547
176.4802247,9.33E-09,18920959531
141.5012605,2.41E-09,58665144330
66.16656403,9.01E-09,7343874957
78.21368019,3.88E-09,20141441504
59.97558382,9.50E-09,6311471050
70.3338442,1.22E-08,5779183418
57.09659961,8.67E-09,6585660835
44.88225715,6.81E-09,6586213809
90.70477538,9.66E-09,9386812298
66.90660562,2.47E-09,27130174263
197.0945283,2.98E-09,66192097338
81.97435621,4.71E-09,17387909212
62.27445243,5.69E-09,10944741102
486.2722585,4.20E-09,1.15884E+11
67.38889857,7.42E-09,9080200913
120.1296466,1.11E-08,10802736593
80.53051009,6.04E-09,13324039805
103.0184354,5.89E-09,17482794269
86.6235044,7.00E-09,12379263382
103.6947563,1.51E-09,68586410479
118.3767352,8.61E-09,13755960618
89.52324971,4.36E-09,20543560347
55.51539814,7.28E-09,7620620650
111.4134888,1.26E-09,88482529010
70.09963122,6.64E-09,10561094511
124.3409528,2.10E-09,59223611706
102.5428043,7.14E-09,14366773115
53.54676702,5.16E-09,10372071550
57.35354468,1.31E-09,43851874888
117.9371543,5.49E-09,21465142119
81.01504992,4.06E-09,19959205720
67.70192945,1.17E-08,5790842323
140.3986285,9.28E-09,15128267571
60.92509323,8.54E-09,7135651800
165.5941109,2.11E-09,78498711618
76.78475497,9.24E-09,8311953329
52.16634914,1.48E-09,35336852402
44.47823355,6.75E-09,6587468115
83.02682487,8.57E-09,9684466330
50.87834174,1.90E-09,26793137536
83.26067955,6.06E-09,13739066643
119.9512406,5.87E-09,20436402510
149.127523,5.05E-09,29524212238
78.12969375,3.29E-09,23754522081
84.54168417,6.94E-09,12185790125
85.14987452,4.09E-09,20841811723
64.8370819,1.64E-09,39613199485
65.82472313,9.79E-09,6721545666
54.43121994,4.50E-09,12085466643
91.80480956,2.10E-09,43765733580
85.5141727,5.40E-09,15837873712
101.0724117,5.94E-09,17029621239
67.29386615,3.67E-09,18314863158
71.95702027,1.47E-09,48875885365
95.24417621,8.00E-09,11911865688
65.96830806,3.22E-09,20499191169
63.98688488,1.93E-09,33122444437
66.26581376,2.21E-09,30035074282
76.76518708,4.82E-09,15923568586
87.77460973,1.75E-09,50236307854
87.02649656,3.14E-09,27718438468
84.02252358,8.67E-09,9693087752
74.64329411,2.90E-09,25700821031
74.31937002,3.51E-09,21155387857
91.63126387,1.08E-09,84579115286
90.92817086,9.91E-09,9175032478
88.20520539,3.03E-09,29118629516
69.84395025,1.01E-08,6883205181
151.8897298,6.63E-09,22903255953
67.22466697,5.75E-09,11696316678
72.76743805,4.02E-09,18096329314
92.63541979,8.18E-09,11322620005
66.00134681,2.62E-09,25228542278
47.93741036,1.11E-09,43010244814
86.30614414,6.92E-09,12475884154
95.14963092,6.15E-09,15467766540
114.0054572,8.32E-09,13704177319
77.21460899,3.70E-09,20865572613
110.1570156,7.18E-09,15334586027
134.8875228,4.87E-09,27698225426
64.06747088,6.65E-09,9628835355
106.8021801,2.41E-09,44248183419
44.60420714,2.81E-09,15871026357
97.24346461,2.83E-09,34370081282
68.33738823,8.85E-09,7719433092
72.97153678,6.01E-09,12138035099
112.3368731,3.20E-09,35104596847
94.74352666,6.10E-09,15534913253
86.68550076,2.85E-09,30453502047
65.44061365,1.00E-08,6519052517
82.25122563,4.01E-09,20521013390
45.25576156,7.10E-09,6377672337
75.0733048,9.03E-09,8309955006
120.2246494,8.30E-09,14481956474
63.95694094,8.24E-09,7757709397
57.71514526,9.66E-09,5973982212
111.0924191,5.83E-09,19040926185
118.6764012,7.35E-09,16138099135
65.87882533,4.58E-09,14392288182
129.0491554,2.15E-09,59950539486
86.17032093,6.32E-09,13644714003
75.94843694,1.75E-09,43445894815
91.58858496,2.02E-09,45398413692
92.27552387,4.10E-09,22485555981
71.6008904,2.22E-09,32210196758
75.6151373,1.61E-09,47028675949
58.10904696,4.22E-09,13766163763
61.97597812,8.60E-09,7203287652
55.52846106,9.59E-09,5787267323
63.94719133,7.92E-09,8073516332
105.2911597,3.70E-09,28429588809
97.59777336,3.50E-09,27883050473
80.00945826,2.88E-09,27794653790
83.64979287,7.81E-09,10704481406
72.60089014,2.17E-09,33405359204
59.3333689,1.42E-09,41686987840
88.82638934,3.14E-09,28293299947
211.4450239,7.30E-09,28949029118
79.58519069,7.67E-09,10373604479
91.78619032,9.47E-09,9693739104
129.3000193,6.78E-09,19079354540
91.04144148,2.67E-09,34105174734
88.99527823,9.96E-10,89385846804
85.5858997,7.03E-09,12176167088
84.42302018,9.31E-09,9064384384
39.00904781,7.42E-09,5256186059
54.82557981,5.44E-09,10082490792
90.63104476,1.48E-09,61229723049
92.70875527,6.80E-09,13624794536
98.02057257,9.47E-09,10352239969
73.82829233,8.03E-09,9199010247
67.50650465,4.99E-09,13526349679
85.41053294,3.88E-09,21997404147
71.24184051,8.98E-09,7931475771
56.9618396,6.55E-09,8702583853
88.45150245,2.61E-09,33928825439
124.6410499,1.03E-08,12153800824
84.37099317,9.46E-09,8914026693
109.2710211,1.04E-09,1.04747E+11
86.12074848,2.53E-09,34037093352
159.2870026,1.22E-08,13108562925
74.85750268,5.96E-09,12561326122
107.6370259,2.42E-09,44545387571
88.37748589,3.38E-09,26128846515
86.06923616,1.93E-09,44598413777
59.40098793,1.11E-08,5338567725
110.7483892,1.11E-09,99975759121
94.45965288,1.43E-09,65969422831
154.4093646,1.84E-09,83977381824
81.881439,5.49E-09,14927855062
261.0081536,5.05E-09,51707845742
102.6297274,4.14E-09,24778714213
107.9762788,1.67E-09,64618204814
84.96180118,3.41E-09,24943394872
119.7695864,1.56E-09,76959772217
100.3984498,8.05E-09,12464606984
100.5299041,1.19E-08,8479234719
76.83695958,4.38E-09,17529629400
73.38489734,9.79E-09,7498136027
110.2782765,2.77E-09,39853522245
69.56175053,1.81E-09,38462927777
121.9684789,4.47E-09,27265797033
80.37690157,4.54E-09,17715877076
85.94915373,2.30E-09,37305201505
82.99103102,1.65E-09,50376857126
64.51255344,2.72E-09,23686426113
60.19603793,7.25E-09,8306286275
80.97023058,3.12E-09,25960851360
90.88043141,3.47E-09,26209455354
52.38764419,4.83E-09,10844520885
85.8686775,8.09E-09,10614169975
58.0880236,2.65E-09,21884836540
68.36402443,7.98E-09,8569016598
48.45787837,5.05E-09,9595184034
66.8503154,6.10E-09,10953093784
82.39665671,5.07E-09,16258038101
95.59093677,7.80E-09,12248617344
74.7182794,3.80E-09,19670524179
97.40490098,5.95E-09,16371835824
114.1866894,6.02E-09,18965920117
89.98729055,7.30E-09,12321458819
63.80562652,5.48E-09,11647385705
88.09642784,8.15E-09,10809360763
78.67746432,4.94E-09,15917193587
83.85796687,2.09E-09,40135306714
77.70956807,3.27E-09,23761172534
88.22737256,9.18E-09,9610578853
129.5093065,4.84E-09,26754182377
118.6085892,1.08E-08,10943350934
66.57127746,2.07E-09,32116961591
89.48330789,5.64E-09,15876111598
109.0917577,7.35E-09,14838163291
85.51230631,6.15E-09,13913228039
95.15373599,7.89E-09,12053533260
68.63256361,1.80E-09,38035269309
73.12713789,5.36E-09,13648332274
85.76180521,3.06E-09,28052668444
121.0187841,4.70E-09,25758215614
93.92822887,6.92E-09,13579781817
116.5289149,2.29E-09,50815678400
76.68015399,9.56E-09,8018938569
112.9432076,5.50E-09,20548481262
73.45337138,8.26E-09,8890277716
80.26736157,6.75E-09,11890067727
88.04679245,6.36E-09,13845378913
42.16734684,5.06E-09,8326211425
99.82157633,7.10E-09,14058608924
67.20116074,3.99E-09,16839648463
78.13338811,1.25E-09,62302979009
63.75330247,1.76E-09,36269670789
45.75663364,1.93E-09,23757913449
30.8604573,5.81E-09,5312150185
51.88832823,1.62E-09,31959559258
77.72037707,2.65E-09,29317764823
120.9395422,2.84E-09,42526371931
164.6026024,1.07E-09,1.53344E+11
43.30050691,7.04E-09,6153244206
45.42013302,8.43E-09,5385460318
103.278895,5.33E-09,19393465966
94.54434758,2.33E-09,40552619348
86.36264439,8.53E-09,10127787156
80.71016542,3.87E-09,20850091528
117.9066041,2.97E-09,39667196075
80.82509418,3.87E-09,20911994484
113.0644389,8.70E-09,13002885796
34.3847516,3.57E-09,9623216451
69.82668309,4.56E-09,15299857653
86.842624,2.60E-09,33338960796
85.75161105,3.67E-09,23365490021
79.81932719,8.33E-09,9578022696
81.81007141,1.46E-09,55908654444
94.38957901,9.83E-09,9607024630
65.89282662,9.57E-09,6881789773
69.30208037,1.47E-09,47025041457
83.30416993,7.65E-09,10888611130
63.11996005,1.93E-09,32753957968
106.5404894,9.22E-09,11553638593
86.38540956,3.48E-09,24806089553
158.1208111,7.57E-09,20886273878
70.21937332,4.50E-09,15605276282
96.39426889,8.08E-09,11933344851
49.19055231,8.87E-09,5546328413
84.91645357,4.82E-09,17609273774
62.97827448,4.81E-09,13101363753
73.05644018,3.70E-09,19745261741
110.7131393,4.14E-09,26750286287
67.10882949,5.97E-09,11246915496
73.04671738,5.14E-09,14223255496
68.56100112,6.55E-09,10466625750
42.61661637,8.28E-09,5147815450
65.05570692,2.50E-09,25992993742
56.24204934,4.48E-09,12559941678
106.1563583,2.92E-09,36351097276
54.04337335,6.66E-09,8119324876
75.45817131,2.88E-09,26216445370
86.08440783,8.10E-09,10624734593
96.35599453,5.40E-09,17836506290
108.5378385,7.93E-09,13680234555
109.93432,1.12E-08,9833519081
65.80860752,2.90E-09,22725201369
45.1722656,7.78E-09,5802981435
57.85110651,3.06E-09,18895516172
64.9352542,4.10E-09,15819440161
57.96338035,5.64E-09,10275182272
69.18621242,1.02E-09,67947966870
54.76601638,8.60E-09,6366848847
69.97338036,2.14E-09,32771620526
73.9295887,2.74E-09,26965829738
64.888298,2.22E-09,29193450751
96.70645876,5.09E-09,19011437846
71.46600288,6.87E-09,10409330636
61.53875888,5.15E-09,11940972275
85.41164981,1.14E-08,7490358762
62.84232424,3.17E-09,19818151369
89.80031776,3.44E-09,26124004522
89.89052381,4.33E-09,20776468246
84.59264968,3.46E-09,24414978395
88.72487468,3.97E-09,22369185312
49.86451405,5.62E-09,8865840423
86.83805951,6.69E-09,12985621071
74.68306319,9.15E-09,8157952280
61.86413674,1.37E-09,45138158746
86.84626621,3.38E-09,25688796831
73.28162777,5.17E-09,14169776093
61.75969429,9.05E-09,6824159259
111.4858329,4.97E-09,22439893284
72.64585251,2.68E-09,27064699559
66.78703063,5.96E-09,11212583909
76.76236038,6.82E-09,11252085292
93.97531469,2.97E-09,31621815366
77.84941191,7.52E-09,10349231205
122.9840858,7.53E-09,16326622540
66.61642841,3.90E-09,17072422693
76.0931496,6.73E-09,11300715606
110.6522555,1.03E-08,10693574930
73.67784774,9.47E-09,7777445950
76.43976406,6.57E-09,11638299270
93.23711928,2.15E-09,43281146842
79.90605852,6.92E-09,11540126893
81.63697151,3.28E-09,24866969983
116.5106299,1.13E-08,10319140259
78.40245469,3.71E-09,21157677153
51.51845103,6.13E-09,8406683086
78.86667454,8.37E-09,9427165232
99.4951947,2.77E-09,35916465505
78.46679045,7.27E-09,10788753196
58.25164754,6.24E-09,9337640955
83.94226777,8.39E-09,10010933704
41.26379092,8.96E-09,4604816344
57.49884049,5.66E-09,10150992627
74.91515689,6.26E-09,11960055837
99.70264483,9.93E-09,10040739002
60.28640424,6.80E-09,8870314848
55.29525934,6.18E-09,8951708730
106.679767,9.04E-09,11800997949
72.1376581,6.88E-09,10480414776
65.70107645,3.91E-09,16820466912
51.92919891,2.71E-09,19180526638
80.01942059,5.37E-09,14896048858
54.71776508,3.30E-09,16601158014
62.27116363,8.16E-09,7633996974
99.89823033,3.99E-09,25046182554
71.60098903,1.77E-09,40487520445
56.31186021,1.90E-09,29615415013
53.56249348,5.27E-09,10163705601
87.77464869,7.98E-09,11003497643
29.93548533,7.64E-09,3916736707
72.66571245,2.06E-09,35223644795
104.6172546,8.63E-09,12124679185
66.30295149,6.91E-09,9595507272
73.52341698,5.96E-09,12343558529
84.32781503,8.73E-09,9655963322
59.7930794,7.06E-09,8471092508
45.47802654,2.01E-09,22669418248
80.23386819,1.11E-09,72147095234
69.32933535,3.81E-09,18214355509
56.71438857,1.21E-08,4702453044
134.8666982,1.02E-08,13233602234
81.30447617,9.68E-09,8395259183
66.24724645,3.29E-09,20163214812
65.87782649,3.75E-09,17575106052
102.2212612,1.06E-08,9646654364
84.89730325,3.13E-09,27119269137
57.28957558,5.01E-09,11436403566
62.52793033,6.16E-09,10150653214
