Resistance,Capacitance,Inductance,Damping Factor
84.13649832,9.66E-016,0.00000000127242635241544,0.0366544471234221
98.53707946,8.49E-016,0.00000000110314648918394,0.0432222073005137
88.1502706,6.5E-016,0.00000000100131746652916,0.0355111254479695
92.31689281,9.65E-016,0.00000000115610268358864,0.0421712656185549
162.3250745,9.63E-016,0.0000000011659972808757,0.073759844070967
118.6196802,9.49E-016,0.00000000113085820395208,0.0543320113662099
45.59254806,7.85E-016,0.00000000102058608145485,0.0199928117469453
64.68077312,9.01E-016,0.0000000010234686159359,0.0303438258537081
117.6834988,1.76E-015,0.00000000103203241995402,0.0768413948712069
88.89137571,1.41E-015,0.00000000128229681651488,0.0466063300267959
91.59527698,1.1E-015,0.00000000122117338283014,0.0434661087604175
91.19752279,1.23E-015,0.00000000104108575209612,0.0495635437264654
82.69209412,1.15E-015,0.00000000103403863498717,0.0436028153710169
88.85693401,5.2E-016,0.00000000111257079866217,0.0303738029827206
37.92636006,6.78E-016,0.00000000132146927115002,0.0135830556715474
52.76825643,8.36E-016,0.00000000126509059044185,0.0214479147484572
75.28366162,1.26E-015,0.00000000121744429088273,0.0382940642994834
69.6099762,1.17E-015,0.00000000159686147844288,0.0297920781324366
40.86434259,1.12E-015,0.00000000125295813643021,0.0193176926428563
94.96486229,3.55E-016,0.0000000010562514855542,0.027527289943018
95.05335204,5.94E-016,0.00000000109031093244601,0.0350796684663039
91.04579572,1.13E-015,0.0000000010246856264872,0.047805052538877
71.58282178,7.05E-016,0.00000000126464403528622,0.0267232470732539
133.5645733,1.14E-015,0.00000000120060293931777,0.0650749749963187
59.8817583,1.05E-015,0.00000000113273828884426,0.0288266654213812
114.6654353,7.39E-016,0.0000000010023297837122,0.0492288204461398
79.89573447,9.23E-016,0.00000000133066822452703,0.033270517432414
54.68103103,9.47E-016,0.00000000107045260255148,0.0257156773075855
98.46145302,8.71E-016,0.00000000109776215785336,0.0438521806454388
164.6026024,1.36E-015,0.00000000107341982391492,0.0926384649301638
200.5293879,1.86E-015,0.0000000010006432633577,0.13669885177535
69.62107093,6.12E-016,0.00000000108979143253625,0.0260864342888099
91.62712348,1.34E-015,0.00000000114952628258675,0.0494637460135114
87.40020177,6.9E-016,0.00000000109268150137549,0.0347264340769226
80.34700513,1.09E-015,0.00000000100870340222956,0.0417610302189364
66.23154513,1.31E-015,0.00000000143150645397124,0.0316791765221584
121.1269963,6.64E-016,0.00000000106334490486814,0.0478583712757095
88.91049882,9.93E-016,0.00000000129866822535047,0.0388730456208274
110.7536314,1.45E-015,0.00000000137461615229476,0.0568749802557672
62.96055517,5.5E-016,0.00000000100771499598402,0.0232568577878302
99.85958255,8.36E-016,0.00000000122551970295817,0.0412384886387212
113.4374934,1.01E-015,0.00000000132605147367941,0.0495002191212859
68.48688521,3.63E-016,0.00000000107729696931993,0.0198775572391267
55.71770808,1.03E-015,0.00000000137314887887321,0.0241280957137388
34.74960546,1.11E-015,0.00000000107257243392763,0.017675351384194
59.45177964,6.55E-016,0.00000000109321321317829,0.0230092825739082
99.35086969,7.41E-016,0.00000000102739391043931,0.042187354064622
72.42670729,9.53E-016,0.00000000104209440789814,0.0346307313602442
84.4385376,1.42E-015,0.00000000110417915920604,0.047877901479555
75.42719293,9.43E-016,0.00000000140094200031348,0.0309416677479204
85.627452,1.26E-015,0.00000000118774810230793,0.0440967035801139
85.47828487,1.31E-015,0.00000000137506382643442,0.0417157468142941
89.50877879,5.36E-016,0.00000000104522857053893,0.0320488458997512
95.17001644,6.97E-016,0.00000000129273616251137,0.034940698991863
91.63126387,9.22E-016,0.00000000108337931367336,0.0422657784581643
96.35295978,7.12E-016,0.00000000141483995531273,0.0341760135437753
80.04638936,9.25E-016,0.0000000013282553765414,0.0333996431312212
46.9653234,1.59E-015,0.00000000106585281479497,0.0286811965354439
79.98465269,9.23E-016,0.00000000123678339954517,0.03454861918681
63.93181522,8.11E-016,0.00000000127613438169006,0.0254829241877569
62.05915465,9.38E-016,0.00000000102637735240549,0.0296635926567817
77.61878493,8.64E-016,0.00000000103481404461534,0.035461945519132
95.72894647,9E-016,0.00000000128140383356324,0.0401135897868368
69.15499746,6.71E-016,0.00000000105916357276863,0.0275215770387926
87.27071614,9.47E-016,0.00000000156558625814713,0.033937123844667
111.8852866,9.18E-016,0.00000000153687148304937,0.0432360039142427
66.77933309,7.5E-016,0.00000000123458926596186,0.0260244443255613
57.30982134,1.32E-015,0.00000000110088613295343,0.0313772460897977
95.62761803,9.64E-016,0.00000000131443358111032,0.0409470422391718
104.9992701,1.15E-015,0.00000000104733006205785,0.0550127581925044
56.90857173,9.2E-016,0.00000000118356474626111,0.0250868188382814
120.2503927,1.14E-015,0.00000000121837187389072,0.0581592772594841
59.24174033,1.03E-015,0.00000000102452528332472,0.0296999066765766
59.48470976,1.09E-015,0.00000000141742685782812,0.0260818427023545
76.83861309,1.14E-015,0.000000001052020002838,0.0399935493531458
88.48119391,5.84E-016,0.00000000107117678154233,0.0326660653642516
94.9396273,1.32E-015,0.00000000102802908662273,0.0537900305756365
135.7238255,1.13E-015,0.00000000123056500311755,0.0650298928388796
68.81177344,7.43E-016,0.00000000157994871278898,0.0235942223188781
76.6893523,5.5E-016,0.00000000156064495944891,0.0227632549166457
83.77164154,7.69E-016,0.00000000115092693457349,0.0342378372409918
149.4648343,1.42E-015,0.00000000146252350709458,0.0736379642767747
46.57837103,6.91E-016,0.00000000113697732324717,0.0181558849737231
97.9453091,1.35E-015,0.00000000127022845946347,0.0504870052472405
63.54270328,8.72E-016,0.00000000109372541438376,0.0283687226830747
76.70014849,5.75E-016,0.00000000105151012306377,0.0283591625799165
82.91388188,7.89E-016,0.00000000104725270579836,0.0359840472943433
82.96525936,7.64E-016,0.00000000124336622507476,0.032517221237225
94.87587592,1.29E-015,0.00000000114640388039613,0.0503212979243416
166.379778,9.13E-016,0.00000000109354334080968,0.0760130105559535
58.24734548,8.86E-016,0.00000000104603860864253,0.0268033542333308
84.70059335,4.85E-016,0.00000000111974188802324,0.0278720147967244
87.37201472,8.05E-016,0.00000000120472495503578,0.0357105337550814
84.4836412,1.35E-015,0.00000000153624031371282,0.0395986092484922
51.67979215,7.86E-016,0.00000000130499178737192,0.0200538677420232
67.99296121,8.23E-016,0.00000000126040909001328,0.027471230599512
61.02809217,7.82E-016,0.00000000110925141835395,0.0256205340371733
48.54021206,1.36E-015,0.00000000107328466672135,0.027320186856332
60.24823525,9.23E-016,0.00000000108850404431189,0.0277395979174626
84.95665174,1.48E-015,0.00000000168187935141668,0.0398474771803615
35.40109319,1.03E-015,0.00000000129463302087458,0.0157881756706262
42.59622434,1.4E-015,0.00000000124110248699455,0.0226204533633242
110.8713987,1.29E-015,0.00000000108507957009781,0.0604440550679227
79.55361242,1.15E-015,0.00000000119505762520051,0.0390197431242864
59.98229692,8.36E-016,0.00000000119416962423929,0.0250936147031635
113.6070082,5.44E-016,0.00000000168914963749328,0.0322359530834461
96.4198637,1.08E-015,0.00000000130942664118957,0.0437832311629735
94.47462985,1.29E-015,0.00000000124053896415638,0.0481698011737233
55.72175074,8.29E-016,0.0000000012043805112163,0.023114801228586
92.37381144,1.3E-015,0.00000000136315879020953,0.0451042348381178
51.88832823,6.51E-016,0.00000000162356207141351,0.0164284174044195
110.7708735,1.49E-015,0.00000000154319890717423,0.0544224094467992
77.81708153,7.25E-016,0.00000000150540086161191,0.0270014984717936
79.29387938,7.84E-016,0.00000000115841329808154,0.0326163932217367
80.23386819,1.08E-015,0.00000000111208729789171,0.0395339467156949
113.6463294,7.91E-016,0.00000000156521963943992,0.0403948514216636
68.22626981,9.04E-016,0.00000000142557719168383,0.0271650480658381
95.31238626,1.05E-015,0.0000000011741389347977,0.0450665436932453
71.24767308,6.94E-016,0.00000000128885249966088,0.0261407964565681
73.5085259,1.27E-015,0.00000000108031134837247,0.039850622462262
124.224973,1.4E-015,0.00000000106374972073544,0.0712562894833168
49.28402408,1.35E-015,0.00000000135983317380054,0.0245527552006027
50.72169437,1.16E-015,0.00000000112997725816667,0.0256955489531197
65.72725443,7.51E-016,0.00000000150381954250345,0.0232240309678708
68.36910293,6.03E-016,0.00000000129188241497747,0.0233548481886778
62.07575456,6.4E-016,0.00000000120519406571909,0.0226179638888747
49.49450304,1.15E-015,0.00000000123650942010596,0.023865864900557
99.50451577,1.26E-015,0.00000000126539426138159,0.0496460999391319
98.87251318,1.23E-015,0.00000000119832718646818,0.0500853170490541
51.56089183,1.16E-015,0.00000000143995267646375,0.0231390385610761
100.4950529,7.61E-016,0.00000000109396835069186,0.0419087432013544
77.50580914,7.7E-016,0.00000000111039383163179,0.0322709017548355
81.74083319,1.38E-015,0.00000000138246842492402,0.0408339128214962
79.87865027,1.12E-015,0.00000000117579941800651,0.038980114735612
105.7415131,7.44E-016,0.00000000140747778161504,0.0384398087997822
105.8568107,1.02E-015,0.00000000115951691972731,0.049642123459287
71.96749155,9.23E-016,0.00000000145704292514189,0.0286398703145159
61.00971921,9.23E-016,0.00000000108567267957487,0.0281268065672541
132.2609957,1.2E-015,0.00000000118027060447573,0.066680925626125
80.2870204,6.41E-016,0.0000000011916569108683,0.0294420971801573
110.7483892,7.84E-016,0.00000000110775242092916,0.0465847854905724
93.38947876,7.86E-016,0.00000000127226171838971,0.0367021071646094
124.1459656,1.13E-015,0.00000000123205318918631,0.0594466119998711
179.0048392,7.73E-016,0.0000000011151934668909,0.0745159795486309
107.4633803,1.17E-015,0.00000000151076034092571,0.0472852451248201
52.49105025,9.05E-016,0.0000000016298914992834,0.0195569087267626
65.27018307,5.76E-016,0.00000000119648742418607,0.0226434192493352
140.7037829,1.03E-015,0.00000000109659285973973,0.0681823057192234
69.69393103,1.52E-015,0.00000000107852086362546,0.0413687581649206
106.8167065,1.29E-015,0.00000000121396406363909,0.0550555527530191
100.4715546,1.12E-015,0.0000000010994180945676,0.0507038220459265
67.35445164,7.8E-016,0.00000000112615306726998,0.0280275346644938
111.4134888,8.03E-016,0.00000000125915805126968,0.0444862120371887
60.43451624,1.22E-015,0.00000000128098194751708,0.0294892321927368
87.37621562,8.28E-016,0.00000000120795439599082,0.0361703852393775
81.99231065,1.11E-015,0.00000000114940429203427,0.040287304591947
58.93735308,1.34E-015,0.00000000113361885369092,0.0320390404588387
63.59448384,8.76E-016,0.00000000146570935036058,0.0245820204127274
59.76647638,1.71E-015,0.0000000016677834705347,0.0302590911124311
85.65014726,6.59E-016,0.00000000146111844697895,0.028760611370138
57.35354468,6.65E-016,0.0000000013078926460072,0.0204481980238768
97.59379891,1.1E-015,0.00000000145326722371425,0.042453727805703
74.81991031,1.01E-015,0.00000000109517456743606,0.0359257794601804
105.9939484,1.03E-015,0.00000000169790454508008,0.0412774682181339
46.6725439,3.56E-016,0.00000000149620130186084,0.0113831238758743
195.3636781,1.09E-015,0.00000000114773867998666,0.0951931213426745
75.4544795,5.99E-016,0.00000000119399496141537,0.0267218914879188
55.42101996,1.23E-015,0.00000000109375437476763,0.0293857766054074
124.5341129,7.02E-016,0.00000000160732827911997,0.0411504509695213
89.02027563,1.19E-015,0.00000000129587887105822,0.0426530621232215
81.44630011,7.4E-016,0.00000000111693731005708,0.0331468929176182
105.960675,1.07E-015,0.00000000154573026713627,0.0440798140620615
125.2530302,5.77E-016,0.00000000130120598886774,0.0417035595886301
90.63104476,1.5E-015,0.00000000148018054381847,0.0456178985032093
83.2133387,1.17E-015,0.00000000120900037556346,0.04093008669372
87.89706738,1.13E-015,0.00000000110631335805547,0.0444165204543354
79.92303705,8.79E-016,0.00000000121521022962958,0.0339868341374978
75.40467621,7.3E-016,0.00000000132552030617087,0.0279792791449799
54.81078509,8.89E-016,0.00000000123835959183285,0.0232200698283136
88.03333298,1.13E-015,0.00000000134537056585026,0.0403399550419969
87.37781395,1.25E-015,0.00000000114918787260748,0.0455649259586243
67.75422256,9.39E-016,0.00000000145438512196391,0.0272207104076724
61.43761477,1.37E-015,0.00000000147178435196281,0.0296375666600548
82.12255891,7.71E-016,0.00000000126435130074848,0.0320645970723009
143.4732705,9.35E-016,0.00000000126124626778737,0.0617656279302537
51.41024817,1.22E-015,0.00000000116722891477712,0.0262797724997067
87.89993191,9.9E-016,0.00000000142481727583511,0.0366350302222253
99.99387589,1.2E-015,0.0000000012498896497236,0.048988957092446
102.307692,1.3E-015,0.00000000156271591129489,0.0466562630416236
78.04315627,7.21E-016,0.00000000114111857278854,0.031017520275608
83.61367938,1.23E-015,0.00000000139954754629905,0.0391927796880044
98.84044806,1.75E-015,0.00000000111934083741068,0.0617934666162036
55.98185813,7.4E-016,0.00000000125433305327922,0.0214994198165982
69.33323153,8.96E-016,0.00000000117600888343646,0.0302593887268139
70.82237001,8.85E-016,0.00000000114016112988286,0.0311981599348853
62.76808561,1.27E-015,0.00000000153406170338814,0.0285554713881892
90.26757323,8.01E-016,0.00000000115846252831339,0.0375298677498568
76.78657127,1.34E-015,0.00000000128803922749002,0.0391600406753907
133.1511388,9.55E-016,0.00000000158817214957764,0.0516259180116226
90.68517274,8E-016,0.00000000115175317418859,0.037789537223638
80.80603381,7.22E-016,0.00000000112776434983534,0.0323275813376259
49.46459678,7.88E-016,0.00000000162290777564934,0.0172337848074945
52.25974762,1.4E-015,0.0000000014227526627332,0.0259200972523561
57.33426153,1.4E-015,0.00000000122849231785257,0.0306028605127793
112.5354325,8.33E-016,0.00000000161477371809137,0.0404134524725149
104.082474,1.53E-015,0.00000000160112745237879,0.0508721830307526
138.3944178,8.91E-016,0.00000000132525108047052,0.0567385647667036
95.67638527,8.38E-016,0.00000000111992982393017,0.0413810367857098
88.18738668,1.08E-015,0.0000000011824477840265,0.042140275372574
100.4147232,8.43E-016,0.00000000178257604802352,0.0345268655582692
99.0938933,7.6E-016,0.00000000155271064832668,0.0346639800866709
78.22916915,1.34E-015,0.00000000118614640498072,0.0415740154213437
79.73839693,1.15E-015,0.00000000150126187387482,0.0348945978145681
142.8161478,1.01E-015,0.00000000135285270290143,0.0616996568987393
79.93949723,9.73E-016,0.00000000173059414049651,0.0299702401192055
80.31887663,1.06E-015,0.00000000135094091106229,0.0355731550847062
97.33486902,1.1E-015,0.00000000121616825746653,0.0462847544171653
58.26885798,7.13E-016,0.00000000113958039572167,0.0230451102895114
87.00462677,9.71E-016,0.00000000119662678841827,0.0391870532567686
85.35158541,1.29E-015,0.00000000122847650542622,0.04373136411602
113.0943899,7.42E-016,0.00000000138988625829375,0.0413164870631267
132.6524867,1.05E-015,0.00000000148908839405638,0.0556954619158929
145.5890366,7.37E-016,0.00000000133241344550485,0.0541393350278363
80.79713245,1.7E-015,0.00000000127332661284916,0.0466788883260136
48.57257469,8.55E-016,0.00000000140005491081305,0.0189789268468613
132.524955,1.01E-015,0.00000000132158405413613,0.0579269899198313
88.55784753,9.02E-016,0.00000000145510329586066,0.0348620894617497
74.30491483,7.41E-016,0.00000000145959845326108,0.0264715853730105
64.01013262,1.13E-015,0.00000000155155395302049,0.0273133212019169
96.85478577,6.37E-016,0.00000000120358761476339,0.0352307550039896
96.39059358,7.48E-016,0.00000000138492766041115,0.0354194581739044
76.03555299,1.19E-015,0.00000000152132470720547,0.0336239889745967
67.27240505,7.66E-016,0.00000000126049944436965,0.026221046111102
50.20332525,1.5E-015,0.00000000128595577692511,0.0271103485272292
60.46071117,1.17E-015,0.00000000117620471549322,0.0301505145606718
80.71115953,7.76E-016,0.00000000125985730015101,0.0316718748876265
142.8810099,5.98E-016,0.00000000128270073500134,0.0487789486677713
72.45383772,5.75E-016,0.00000000127968306632497,0.0242836580745625
52.42571488,8.81E-016,0.00000000140948393301211,0.0207239365988076
74.18161202,9.72E-016,0.00000000114929788706418,0.0341101083778821
88.06513285,1.19E-015,0.00000000115660878797158,0.0446636524846656
82.80034046,9.43E-016,0.00000000125415014310926,0.0358990707690557
52.43239607,1.05E-015,0.00000000121699107010161,0.0243512165497083
137.1166764,9.08E-016,0.00000000121872217576417,0.0591767145209685
130.054933,1.07E-015,0.00000000151033187464628,0.0547334128314203
75.6151373,9.41E-016,0.00000000160785171543702,0.0289234812972267
78.32099467,9.09E-016,0.00000000162353850680475,0.0293021065669532
79.2164495,9.57E-016,0.0000000012510869339147,0.0346415728523838
78.21071147,8.75E-016,0.00000000146282705613959,0.0302443165745641
60.13064594,1.14E-015,0.00000000114733806433657,0.0299690239051277
57.33109301,8.84E-016,0.0000000013132101950225,0.0235190207688749
47.77348083,1.05E-015,0.00000000118283631334861,0.0225055284488331
87.93324654,6.98E-016,0.0000000011707674666592,0.0339481021739293
47.55062482,8.17E-016,0.00000000168998896031753,0.0165308553908829
121.5144081,9.44E-016,0.00000000140096990188884,0.0498734457614922
90.8327572,1.03E-015,0.00000000165960964187371,0.0357789951519307
71.60149265,8.94E-016,0.00000000163144522779686,0.0265017523163278
122.6963932,7.06E-016,0.00000000120491330162874,0.0469598014271662
59.62128209,1.57E-015,0.0000000015051234630642,0.0304463389820306
92.35762298,6.52E-016,0.00000000173635727669634,0.0282974305939872
117.8369097,5.8E-016,0.00000000120952494858367,0.040799790229638
111.4253223,9.44E-016,0.0000000013028391197194,0.0474235985106794
97.94157471,1.47E-015,0.00000000117969383766461,0.0546652197977022
72.06734999,9.45E-016,0.00000000181081606573729,0.0260307866032244
45.6660918,8.44E-016,0.0000000011717520946897,0.019378368210779
57.68832538,7.88E-016,0.00000000162533501835751,0.0200839716174584
104.405531,8.49E-016,0.00000000130934660094623,0.0420358703037778
62.8291327,5.67E-016,0.00000000144761172125681,0.0196605902934232
64.95586605,8.65E-016,0.00000000161341863339779,0.0237806051203819
44.54930082,6.67E-016,0.00000000132542475373664,0.0158014257604038
62.63994768,1.1E-015,0.00000000140891094532123,0.0276742564881043
74.36350953,9.54E-016,0.00000000125569664839598,0.0324087068112892
119.7695864,5.98E-016,0.00000000155626222569693,0.0371215206200043
113.8029372,6.65E-016,0.00000000126284919242901,0.041291299661939
42.82479892,9.26E-016,0.00000000174509729627473,0.0155977159557683
92.84765548,1.44E-015,0.0000000013274101891585,0.0483525762693685
232.5626097,6.74E-016,0.00000000119480591204298,0.0873355708746617
78.01176563,9.8E-016,0.00000000135961704944363,0.0331157693090063
52.97855893,9.23E-016,0.00000000144383110499907,0.0211793583631117
44.35072097,9.45E-016,0.00000000156854917185764,0.0172122451837765
93.73199743,7.9E-016,0.00000000162635102605083,0.0326636172506077
80.16186481,8.47E-016,0.0000000013778521257224,0.0314252119762958
67.76427838,1.2E-015,0.00000000152208570358333,0.0300844372312414
73.01804985,1.2E-015,0.00000000158175116796227,0.0317996086440539
97.71355162,9.21E-016,0.00000000140497471130886,0.0395567283422135
75.19449459,1.1E-015,0.00000000128626695567479,0.0347685705022833
55.86130605,1.04E-015,0.00000000135900554473905,0.0244335822912571
95.2798878,8.51E-016,0.00000000122352184938744,0.0397310604456842
73.83697426,6.49E-016,0.00000000126745133578207,0.026418040254041
90.26079699,1.29E-015,0.00000000118846973251001,0.0470186288954911
101.0979509,9.02E-016,0.000000001327386292726,0.0416693726495944
75.72803607,1.16E-015,0.00000000130382257136731,0.035714653858818
53.73535256,1.06E-015,0.00000000137037079715209,0.023630014712611
98.1229034,7.91E-016,0.00000000125273291997594,0.0389851663084611
65.18021672,9.73E-016,0.0000000013796365317545,0.0273690600070127
57.1446027,1.29E-015,0.00000000121598100034488,0.0294290797931681
138.9863447,7.74E-016,0.00000000123358327240382,0.0550463316142416
77.91425539,1.63E-015,0.00000000124212709714495,0.0446270020761351
86.15215417,1.13E-015,0.00000000119135658871363,0.0419521750067313
85.19532108,1.15E-015,0.00000000123268727187775,0.0411441611827814
110.8333932,1.33E-015,0.00000000155107354164731,0.0513157002331244
87.44346425,7.62E-016,0.00000000179851019577472,0.0284589185467865
70.04778247,1.26E-015,0.0000000013464122503732,0.0338813448864575
84.56259385,6.79E-016,0.00000000128149602898714,0.0307768774360027
46.57685331,1.5E-015,0.00000000127438567637511,0.0252659328609459
105.5192261,8.96E-016,0.00000000120210287643922,0.0455496231606139
127.4511716,7.72E-016,0.00000000160274782284955,0.0442272451643194
151.4820081,1.15E-015,0.00000000123037965114314,0.0732251733078683
90.9318312,1.07E-015,0.00000000120315277007313,0.0428763139832738
68.08508264,1.51E-015,0.00000000138628123340843,0.0355291465095708
85.80135405,6.92E-016,0.0000000013094173027792,0.031187327111789
48.4401513,1.14E-015,0.00000000126657053805729,0.0229780531770201
40.24242771,7.91E-016,0.00000000187161467595843,0.0130807967513
94.54666523,9.84E-016,0.00000000128366561292847,0.0413892746319301
48.63710212,9.8E-016,0.00000000119878764039126,0.0219876899786263
68.0003233,7.69E-016,0.0000000014406633555824,0.0248406466347552
62.23622475,1.25E-015,0.00000000141836954399352,0.0292128247046296
69.5169563,6.28E-016,0.00000000121516471662989,0.0249875110766219
106.3990545,8.03E-016,0.00000000137601516404249,0.0406400221214526
60.06100112,9.64E-016,0.00000000121883773116786,0.0267071867456627
150.1843959,5.03E-016,0.00000000124972043205856,0.0476400681088945
84.84774148,8.83E-016,0.00000000139956620043491,0.0336972080887117
66.72609002,8.81E-016,0.00000000135533988226787,0.0268985906981056
88.43305611,7.88E-016,0.00000000154431984652961,0.0315848719499591
127.2188902,8.9E-016,0.00000000119760777714972,0.0548351841810543
